Track,Composer,Milliseconds,Bytes,UnitPrice,Genre,Album,Artist,Minutes
Please,"Bono, The Edge, Adam Clayton, and Larry Mullen",302602,9909484.0,0.99,Rock,Pop,U2,5.0433666666666666
Wake Up Dead Man,"Bono, The Edge, Adam Clayton, and Larry Mullen",292832,9515903.0,0.99,Rock,Pop,U2,4.880533333333333
Helter Skelter,"Lennon, John/McCartney, Paul",187350,6097636.0,0.99,Rock,Rattle And Hum,U2,3.1225
Van Diemen's Land,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",186044,5990280.0,0.99,Rock,Rattle And Hum,U2,3.1007333333333333
Desire,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",179226,5874535.0,0.99,Rock,Rattle And Hum,U2,2.9871
Hawkmoon 269,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",382458,12494987.0,0.99,Rock,Rattle And Hum,U2,6.3743
All Along The Watchtower,"Dylan, Bob",264568,8623572.0,0.99,Rock,Rattle And Hum,U2,4.409466666666667
I Still Haven't Found What I'm Looking for,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",353567,11542247.0,0.99,Rock,Rattle And Hum,U2,5.892783333333333
Freedom For My People,"Mabins, Macie/Magee, Sterling/Robinson, Bobby",38164,1249764.0,0.99,Rock,Rattle And Hum,U2,0.6360666666666667
Silver And Gold,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",349831,11450194.0,0.99,Rock,Rattle And Hum,U2,5.830516666666667
Pride (In The Name Of Love),"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",267807,8806361.0,0.99,Rock,Rattle And Hum,U2,4.46345
Angel Of Harlem,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",229276,7498022.0,0.99,Rock,Rattle And Hum,U2,3.821266666666667
Love Rescue Me,"Bono/Clayton, Adam/Dylan, Bob/Mullen Jr., Larry/The Edge",384522,12508716.0,0.99,Rock,Rattle And Hum,U2,6.4087
When Love Comes To Town,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",255869,8340954.0,0.99,Rock,Rattle And Hum,U2,4.264483333333334
Heartland,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",303360,9867748.0,0.99,Rock,Rattle And Hum,U2,5.056
God Part II,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",195604,6497570.0,0.99,Rock,Rattle And Hum,U2,3.2600666666666664
The Star Spangled Banner,"Hendrix, Jimi",43232,1385810.0,0.99,Rock,Rattle And Hum,U2,0.7205333333333334
Bullet The Blue Sky,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",337005,10993607.0,0.99,Rock,Rattle And Hum,U2,5.61675
All I Want Is You,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",390243,12729820.0,0.99,Rock,Rattle And Hum,U2,6.50405
Pride (In The Name Of Love),U2,230243,7549085.0,0.99,Rock,The Best Of 1980-1990,U2,3.8373833333333334
New Year's Day,U2,258925,8491818.0,0.99,Rock,The Best Of 1980-1990,U2,4.315416666666667
With Or Without You,U2,299023,9765188.0,0.99,Rock,The Best Of 1980-1990,U2,4.983716666666667
I Still Haven't Found What I'm Looking For,U2,280764,9306737.0,0.99,Rock,The Best Of 1980-1990,U2,4.6794
Sunday Bloody Sunday,U2,282174,9269668.0,0.99,Rock,The Best Of 1980-1990,U2,4.7029
Bad,U2,351817,11628058.0,0.99,Rock,The Best Of 1980-1990,U2,5.863616666666666
Where The Streets Have No Name,U2,276218,9042305.0,0.99,Rock,The Best Of 1980-1990,U2,4.603633333333334
I Will Follow,U2,218253,7184825.0,0.99,Rock,The Best Of 1980-1990,U2,3.63755
The Unforgettable Fire,U2,295183,9684664.0,0.99,Rock,The Best Of 1980-1990,U2,4.919716666666667
Sweetest Thing,U2 & Daragh O'Toole,183066,6071385.0,0.99,Rock,The Best Of 1980-1990,U2,3.0511
Desire,U2,179853,5893206.0,0.99,Rock,The Best Of 1980-1990,U2,2.99755
When Love Comes To Town,U2,258194,8479525.0,0.99,Rock,The Best Of 1980-1990,U2,4.303233333333333
Angel Of Harlem,U2,230217,7527339.0,0.99,Rock,The Best Of 1980-1990,U2,3.83695
All I Want Is You,U2 & Van Dyke Parks,591986,19202252.0,0.99,Rock,The Best Of 1980-1990,U2,9.866433333333333
Sunday Bloody Sunday,U2,278204,9140849.0,0.99,Rock,War,U2,4.636733333333333
Seconds,U2,191582,6352121.0,0.99,Rock,War,U2,3.193033333333333
New Year's Day,U2,336274,11054732.0,0.99,Rock,War,U2,5.604566666666667
Like A Song...,U2,287294,9365379.0,0.99,Rock,War,U2,4.788233333333333
Drowning Man,U2,254458,8457066.0,0.99,Rock,War,U2,4.240966666666667
The Refugee,U2,221283,7374043.0,0.99,Rock,War,U2,3.68805
Two Hearts Beat As One,U2,243487,7998323.0,0.99,Rock,War,U2,4.058116666666667
Red Light,U2,225854,7453704.0,0.99,Rock,War,U2,3.7642333333333333
Surrender,U2,333505,11221406.0,0.99,Rock,War,U2,5.558416666666667
"""40""",U2,157962,5251767.0,0.99,Rock,War,U2,2.6327
Zooropa,U2; Bono,392359,12807979.0,0.99,Rock,Zooropa,U2,6.539316666666667
Babyface,U2; Bono,241998,7942573.0,0.99,Rock,Zooropa,U2,4.0333
Numb,"U2; Edge, The",260284,8577861.0,0.99,Rock,Zooropa,U2,4.338066666666666
Lemon,U2; Bono,418324,13988878.0,0.99,Rock,Zooropa,U2,6.972066666666667
"Stay (Faraway, So Close!)",U2; Bono,298475,9785480.0,0.99,Rock,Zooropa,U2,4.974583333333333
Daddy's Gonna Pay For Your Crashed Car,U2; Bono,320287,10609581.0,0.99,Rock,Zooropa,U2,5.338116666666667
Some Days Are Better Than Others,U2; Bono,257436,8417690.0,0.99,Rock,Zooropa,U2,4.2906
The First Time,U2; Bono,225697,7247651.0,0.99,Rock,Zooropa,U2,3.761616666666667
Dirty Day,"U2; Bono & Edge, The",324440,10652877.0,0.99,Rock,Zooropa,U2,5.407333333333334
The Wanderer,U2; Bono,283951,9258717.0,0.99,Rock,Zooropa,U2,4.732516666666666
Breakfast In Bed,,196179,6513325.0,0.99,Reggae,UB40 The Best Of - Volume Two [UK],UB40,3.26965
Where Did I Go Wrong,,226742,7485054.0,0.99,Reggae,UB40 The Best Of - Volume Two [UK],UB40,3.7790333333333335
I Would Do For You,,334524,11193602.0,0.99,Reggae,UB40 The Best Of - Volume Two [UK],UB40,5.5754
Homely Girl,,203833,6790788.0,0.99,Reggae,UB40 The Best Of - Volume Two [UK],UB40,3.3972166666666666
Here I Am (Come And Take Me),,242102,8106249.0,0.99,Reggae,UB40 The Best Of - Volume Two [UK],UB40,4.035033333333334
Kingston Town,,226951,7638236.0,0.99,Reggae,UB40 The Best Of - Volume Two [UK],UB40,3.7825166666666665
Wear You To The Ball,,213342,7159527.0,0.99,Reggae,UB40 The Best Of - Volume Two [UK],UB40,3.5557
(I Can't Help) Falling In Love With You,,207568,6905623.0,0.99,Reggae,UB40 The Best Of - Volume Two [UK],UB40,3.4594666666666667
Higher Ground,,260179,8665244.0,0.99,Reggae,UB40 The Best Of - Volume Two [UK],UB40,4.336316666666667
Bring Me Your Cup,,341498,11346114.0,0.99,Reggae,UB40 The Best Of - Volume Two [UK],UB40,5.691633333333334
C'est La Vie,,270053,9031661.0,0.99,Reggae,UB40 The Best Of - Volume Two [UK],UB40,4.500883333333333
Reggae Music,,245106,8203931.0,0.99,Reggae,UB40 The Best Of - Volume Two [UK],UB40,4.0851
Superstition,,319582,10728099.0,0.99,Reggae,UB40 The Best Of - Volume Two [UK],UB40,5.326366666666667
Until My Dying Day,,235807,7886195.0,0.99,Reggae,UB40 The Best Of - Volume Two [UK],UB40,3.9301166666666667
Where Have All The Good Times Gone?,Ray Davies,186723,6063937.0,0.99,Rock,Diver Down,Van Halen,3.11205
Hang 'Em High,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,210259,6872314.0,0.99,Rock,Diver Down,Van Halen,3.5043166666666665
Cathedral,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,82860,2650998.0,0.99,Rock,Diver Down,Van Halen,1.381
Secrets,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,206968,6803255.0,0.99,Rock,Diver Down,Van Halen,3.4494666666666665
Intruder,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,100153,3282142.0,0.99,Rock,Diver Down,Van Halen,1.6692166666666666
(Oh) Pretty Woman,Bill Dees/Roy Orbison,174680,5665828.0,0.99,Rock,Diver Down,Van Halen,2.9113333333333333
Dancing In The Street,Ivy Jo Hunter/Marvin Gaye/William Stevenson,225985,7461499.0,0.99,Rock,Diver Down,Van Halen,3.7664166666666667
Little Guitars (Intro),Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,42240,1439530.0,0.99,Rock,Diver Down,Van Halen,0.704
Little Guitars,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,228806,7453043.0,0.99,Rock,Diver Down,Van Halen,3.8134333333333332
Big Bad Bill (Is Sweet William Now),Jack Yellen/Milton Ager,165146,5489609.0,0.99,Rock,Diver Down,Van Halen,2.7524333333333333
The Full Bug,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,201116,6551013.0,0.99,Rock,Diver Down,Van Halen,3.351933333333333
Happy Trails,Dale Evans,65488,2111141.0,0.99,Rock,Diver Down,Van Halen,1.0914666666666666
Eruption,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",102164,3272891.0,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen,1.7027333333333334
Ain't Talkin' 'bout Love,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",228336,7569506.0,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen,3.8056
Runnin' With The Devil,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",215902,7061901.0,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen,3.5983666666666667
Dance the Night Away,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",185965,6087433.0,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen,3.0994166666666665
And the Cradle Will Rock...,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",213968,7011402.0,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen,3.566133333333333
Unchained,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",208953,6777078.0,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen,3.48255
Jump,"Edward Van Halen, Alex Van Halen, David Lee Roth",241711,7911090.0,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen,4.0285166666666665
Panama,"Edward Van Halen, Alex Van Halen, David Lee Roth",211853,6921784.0,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen,3.530883333333333
Why Can't This Be Love,Van Halen,227761,7457655.0,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen,3.7960166666666666
Dreams,"Edward Van Halen, Alex Van Halen, Michael Anthony,/Edward Van Halen, Alex Van Halen, Michael Anthony, Sammy Hagar",291813,9504119.0,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen,4.86355
When It's Love,"Edward Van Halen, Alex Van Halen, Michael Anthony,/Edward Van Halen, Alex Van Halen, Michael Anthony, Sammy Hagar",338991,11049966.0,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen,5.64985
Poundcake,"Edward Van Halen, Alex Van Halen, Michael Anthony,/Edward Van Halen, Alex Van Halen, Michael Anthony, Sammy Hagar",321854,10366978.0,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen,5.364233333333333
Right Now,Van Halen,321828,10503352.0,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen,5.3638
Can't Stop Loving You,Van Halen,248502,8107896.0,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen,4.1417
Humans Being,"Edward Van Halen, Alex Van Halen, Michael Anthony,/Edward Van Halen, Alex Van Halen, Michael Anthony, Sammy Hagar",308950,10014683.0,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen,5.149166666666667
Can't Get This Stuff No More,"Edward Van Halen, Alex Van Halen, Michael Anthony,/Edward Van Halen, Alex Van Halen, Michael Anthony, David Lee Roth",315376,10355753.0,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen,5.256266666666667
Me Wise Magic,"Edward Van Halen, Alex Van Halen, Michael Anthony,/Edward Van Halen, Alex Van Halen, Michael Anthony, David Lee Roth",366053,12013467.0,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen,6.100883333333333
Runnin' With The Devil,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",216032,7056863.0,0.99,Rock,Van Halen,Van Halen,3.6005333333333334
Eruption,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",102556,3286026.0,0.99,Rock,Van Halen,Van Halen,1.7092666666666667
You Really Got Me,Ray Davies,158589,5194092.0,0.99,Rock,Van Halen,Van Halen,2.64315
Ain't Talkin' 'Bout Love,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",230060,7617284.0,0.99,Rock,Van Halen,Van Halen,3.8343333333333334
I'm The One,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",226507,7373922.0,0.99,Rock,Van Halen,Van Halen,3.7751166666666665
Jamie's Cryin',"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",210546,6946086.0,0.99,Rock,Van Halen,Van Halen,3.5091
Atomic Punk,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",182073,5908861.0,0.99,Rock,Van Halen,Van Halen,3.03455
Feel Your Love Tonight,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",222850,7293608.0,0.99,Rock,Van Halen,Van Halen,3.714166666666667
Little Dreamer,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",203258,6648122.0,0.99,Rock,Van Halen,Van Halen,3.3876333333333335
Ice Cream Man,John Brim,200306,6573145.0,0.99,Rock,Van Halen,Van Halen,3.338433333333333
On Fire,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",180636,5879235.0,0.99,Rock,Van Halen,Van Halen,3.0106
Neworld,Van Halen,105639,3495897.0,0.99,Rock,Van Halen III,Van Halen,1.76065
Without You,Van Halen,390295,12619558.0,0.99,Rock,Van Halen III,Van Halen,6.5049166666666665
One I Want,Van Halen,330788,10743970.0,0.99,Rock,Van Halen III,Van Halen,5.513133333333333
From Afar,Van Halen,324414,10524554.0,0.99,Rock,Van Halen III,Van Halen,5.4069
Dirty Water Dog,Van Halen,327392,10709202.0,0.99,Rock,Van Halen III,Van Halen,5.456533333333334
Once,Van Halen,462837,15378082.0,0.99,Rock,Van Halen III,Van Halen,7.71395
Fire in the Hole,Van Halen,331728,10846768.0,0.99,Rock,Van Halen III,Van Halen,5.5288
Josephina,Van Halen,342491,11161521.0,0.99,Rock,Van Halen III,Van Halen,5.708183333333333
Year to the Day,Van Halen,514612,16621333.0,0.99,Rock,Van Halen III,Van Halen,8.576866666666668
Primary,Van Halen,86987,2812555.0,0.99,Rock,Van Halen III,Van Halen,1.4497833333333334
Ballot or the Bullet,Van Halen,342282,11212955.0,0.99,Rock,Van Halen III,Van Halen,5.7047
How Many Say I,Van Halen,363937,11716855.0,0.99,Rock,Van Halen III,Van Halen,6.065616666666667
Sucker Train Blues,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",267859,8738780.0,0.99,Rock,Contraband,Velvet Revolver,4.464316666666667
Do It For The Kids,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",235911,7693331.0,0.99,Rock,Contraband,Velvet Revolver,3.93185
Big Machine,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",265613,8673442.0,0.99,Rock,Contraband,Velvet Revolver,4.4268833333333335
Illegal I Song,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",257750,8483347.0,0.99,Rock,Contraband,Velvet Revolver,4.295833333333333
Spectacle,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",221701,7252876.0,0.99,Rock,Contraband,Velvet Revolver,3.6950166666666666
Fall To Pieces,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",270889,8823096.0,0.99,Rock,Contraband,Velvet Revolver,4.5148166666666665
Headspace,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",223033,7237986.0,0.99,Rock,Contraband,Velvet Revolver,3.717216666666667
Superhuman,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",255921,8365328.0,0.99,Rock,Contraband,Velvet Revolver,4.26535
Set Me Free,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",247954,8053388.0,0.99,Rock,Contraband,Velvet Revolver,4.1325666666666665
You Got No Right,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",335412,10991094.0,0.99,Rock,Contraband,Velvet Revolver,5.5902
Slither,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",248398,8118785.0,0.99,Rock,Contraband,Velvet Revolver,4.139966666666667
Dirty Little Thing,"Dave Kushner, Duff, Keith Nelson, Matt Sorum, Scott Weiland & Slash",237844,7732982.0,0.99,Rock,Contraband,Velvet Revolver,3.9640666666666666
Loving The Alien,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",348786,11412762.0,0.99,Rock,Contraband,Velvet Revolver,5.8131
Pela Luz Dos Olhos Teus,,119196,3905715.0,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes,1.9866
A Bencao E Outros,,421093,14234427.0,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes,7.0182166666666665
Tudo Na Mais Santa Paz,,222406,7426757.0,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes,3.7067666666666668
O Velho E Aflor,,275121,9126828.0,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes,4.58535
Cotidiano N 2,,55902,1805797.0,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes,0.9317
Adeus,,221884,7259351.0,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes,3.6980666666666666
Samba Pra Endrigo,,259265,8823551.0,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes,4.321083333333333
So Por Amor,,236591,7745764.0,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes,3.9431833333333333
Meu Pranto Rolou,,181760,6003345.0,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes,3.029333333333333
Mulher Carioca,,191686,6395048.0,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes,3.1947666666666668
Um Homem Chamado Alfredo,,151640,4976227.0,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes,2.5273333333333334
Samba Do Jato,,220813,7357840.0,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes,3.6802166666666665
"Oi, La",,167053,5562700.0,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes,2.7842166666666666
"Vinicius, Poeta Do Encontro",,336431,10858776.0,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes,5.607183333333333
Soneto Da Separacao,,193880,6277511.0,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes,3.231333333333333
Faixa Amarela,Beto Gogo/Jessé Pai/Luiz Carlos/Zeca Pagodinho,240692,8082036.0,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,4.011533333333333
Posso Até Me Apaixonar,Dudu Nobre,200698,6735526.0,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,3.3449666666666666
Não Sou Mais Disso,Jorge Aragão/Zeca Pagodinho,225985,7613817.0,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,3.7664166666666667
Vivo Isolado Do Mundo,Alcides Dias Lopes,180035,6073995.0,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,3.000583333333333
Coração Em Desalinho,Mauro Diniz/Ratino Sigem,185208,6225948.0,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,3.0868
Seu Balancê,Paulinho Rezende/Toninho Geraes,219454,7311219.0,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,3.657566666666667
Vai Adiar,Alcino Corrêa/Monarco,270393,9134882.0,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,4.50655
Rugas,Augusto Garcez/Nelson Cavaquinho,140930,4703182.0,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,2.3488333333333333
Feirinha da Pavuna/Luz do Repente/Bagaço da Laranja,"Arlindo Cruz/Franco/Marquinhos PQD/Negro, Jovelina Pérolo/Zeca Pagodinho",107206,3593684.0,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,1.7867666666666666
Sem Essa de Malandro Agulha,Aldir Blanc/Jayme Vignoli,158484,5332668.0,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,2.6414
Chico Não Vai na Corimba,Dudu Nobre/Zeca Pagodinho,269374,9122188.0,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,4.489566666666667
Papel Principal,Almir Guineto/Dedé Paraiso/Luverci Ernesto,217495,7325302.0,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,3.6249166666666666
Saudade Louca,Acyr Marques/Arlindo Cruz/Franco,243591,8136475.0,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,4.05985
Camarão que Dorme e Onda Leva,"Acyi Marques/Arlindo Bruz/Braço, Beto Sem/Zeca Pagodinho",299102,10012231.0,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,4.985033333333333
Sapopemba e Maxambomba,Nei Lopes/Wilson Moreira,245394,8268712.0,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,4.0899
Minha Fé,Murilão,206994,6981474.0,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,3.4499
Lua de Ogum,Ratinho/Zeca Pagodinho,168463,5719129.0,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,2.807716666666667
Samba pras moças,Grazielle/Roque Ferreira,152816,5121366.0,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,2.5469333333333335
Verdade,Carlinhos Santana/Nelson Rufino,332826,11120708.0,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho,5.5471
The Office: An American Workplace (Pilot),,1380833,290482361.0,1.99,TV Shows,"The Office, Season 1",The Office,23.013883333333332
Diversity Day,,1306416,257879716.0,1.99,TV Shows,"The Office, Season 1",The Office,21.7736
Health Care,,1321791,260493577.0,1.99,TV Shows,"The Office, Season 1",The Office,22.02985
The Alliance,,1317125,266203162.0,1.99,TV Shows,"The Office, Season 1",The Office,21.952083333333334
Basketball,,1323541,267464180.0,1.99,TV Shows,"The Office, Season 1",The Office,22.05901666666667
Hot Girl,,1325458,267836576.0,1.99,TV Shows,"The Office, Season 1",The Office,22.090966666666667
The Dundies,,1253541,246845576.0,1.99,TV Shows,"The Office, Season 2",The Office,20.89235
Sexual Harassment,,1294541,273069146.0,1.99,TV Shows,"The Office, Season 2",The Office,21.575683333333334
Office Olympics,,1290458,256247623.0,1.99,TV Shows,"The Office, Season 2",The Office,21.507633333333334
The Fire,,1288166,266856017.0,1.99,TV Shows,"The Office, Season 2",The Office,21.469433333333335
Halloween,,1315333,249205209.0,1.99,TV Shows,"The Office, Season 2",The Office,21.922216666666667
The Fight,,1320028,277149457.0,1.99,TV Shows,"The Office, Season 2",The Office,22.000466666666668
The Client,,1299341,253836788.0,1.99,TV Shows,"The Office, Season 2",The Office,21.655683333333332
Performance Review,,1292458,256143822.0,1.99,TV Shows,"The Office, Season 2",The Office,21.540966666666666
Email Surveillance,,1328870,265101113.0,1.99,TV Shows,"The Office, Season 2",The Office,22.147833333333335
Christmas Party,,1282115,260891300.0,1.99,TV Shows,"The Office, Season 2",The Office,21.368583333333333
Booze Cruise,,1267958,252518021.0,1.99,TV Shows,"The Office, Season 2",The Office,21.132633333333334
The Injury,,1275275,253912762.0,1.99,TV Shows,"The Office, Season 2",The Office,21.254583333333333
The Secret,,1264875,253143200.0,1.99,TV Shows,"The Office, Season 2",The Office,21.08125
The Carpet,,1264375,256477011.0,1.99,TV Shows,"The Office, Season 2",The Office,21.072916666666668
Boys and Girls,,1278333,255245729.0,1.99,TV Shows,"The Office, Season 2",The Office,21.30555
Valentine's Day,,1270375,253552710.0,1.99,TV Shows,"The Office, Season 2",The Office,21.172916666666666
Dwight's Speech,,1278041,255001728.0,1.99,TV Shows,"The Office, Season 2",The Office,21.300683333333332
Take Your Daughter to Work Day,,1268333,253451012.0,1.99,TV Shows,"The Office, Season 2",The Office,21.138883333333332
Michael's Birthday,,1237791,247238398.0,1.99,TV Shows,"The Office, Season 2",The Office,20.62985
Drug Testing,,1278625,244626927.0,1.99,TV Shows,"The Office, Season 2",The Office,21.310416666666665
Conflict Resolution,,1274583,253808658.0,1.99,TV Shows,"The Office, Season 2",The Office,21.24305
Casino Night - Season Finale,,1712791,327642458.0,1.99,TV Shows,"The Office, Season 2",The Office,28.546516666666665
Gay Witch Hunt,,1326534,276942637.0,1.99,TV Shows,"The Office, Season 3",The Office,22.1089
The Convention,,1297213,255117055.0,1.99,TV Shows,"The Office, Season 3",The Office,21.620216666666668
The Coup,,1276526,267205501.0,1.99,TV Shows,"The Office, Season 3",The Office,21.275433333333332
Grief Counseling,,1282615,256912833.0,1.99,TV Shows,"The Office, Season 3",The Office,21.376916666666666
The Initiation,,1280113,251728257.0,1.99,TV Shows,"The Office, Season 3",The Office,21.335216666666668
Diwali,,1279904,252726644.0,1.99,TV Shows,"The Office, Season 3",The Office,21.331733333333332
Branch Closing,,1822781,358761786.0,1.99,TV Shows,"The Office, Season 3",The Office,30.379683333333332
The Merger,,1801926,345960631.0,1.99,TV Shows,"The Office, Season 3",The Office,30.0321
The Convict,,1273064,248863427.0,1.99,Comedy,"The Office, Season 3",The Office,21.21773333333333
"A Benihana Christmas, Pts. 1 & 2",,2519436,515301752.0,1.99,Comedy,"The Office, Season 3",The Office,41.9906
Back from Vacation,,1271688,245378749.0,1.99,Comedy,"The Office, Season 3",The Office,21.1948
Traveling Salesmen,,1289039,250822697.0,1.99,Comedy,"The Office, Season 3",The Office,21.483983333333335
Producer's Cut: The Return,,1700241,337219980.0,1.99,Comedy,"The Office, Season 3",The Office,28.33735
Ben Franklin,,1271938,264168080.0,1.99,Comedy,"The Office, Season 3",The Office,21.198966666666667
Phyllis's Wedding,,1271521,258561054.0,1.99,Comedy,"The Office, Season 3",The Office,21.192016666666667
Business School,,1302093,254402605.0,1.99,Comedy,"The Office, Season 3",The Office,21.70155
Cocktails,,1272522,259011909.0,1.99,Comedy,"The Office, Season 3",The Office,21.2087
The Negotiation,,1767851,371663719.0,1.99,Comedy,"The Office, Season 3",The Office,29.464183333333335
Safety Training,,1271229,253054534.0,1.99,Comedy,"The Office, Season 3",The Office,21.18715
Product Recall,,1268268,251208610.0,1.99,Comedy,"The Office, Season 3",The Office,21.1378
Women's Appreciation,,1732649,338778844.0,1.99,Comedy,"The Office, Season 3",The Office,28.877483333333334
Beach Games,,1676134,333671149.0,1.99,Comedy,"The Office, Season 3",The Office,27.935566666666666
The Job,,2541875,501060138.0,1.99,Comedy,"The Office, Season 3",The Office,42.364583333333336
Branch Closing,,1814855,360331351.0,1.99,Comedy,"The Office, Season 3",The Office,30.247583333333335
The Return,,1705080,343877320.0,1.99,Comedy,"The Office, Season 3",The Office,28.418
Your Time Is Gonna Come,"Page, Jones",310774,5126563.0,0.99,Rock,Un-Led-Ed,Dread Zeppelin,5.179566666666667
